"Número Ano Orçamento","Código Órgão SEP","Descrição Órgão SEP","Código Tipo Administração","Nome Tipo Administração","Código Projeto / Atividade","Descrição Projeto / Atividade Elaboração","Código Órgão","Descrição Órgão","Código Grupo","Descrição Grupo","Valor Dotação Inicial-SEFAZ","Valor Proposta Orçamento-SEFAZ","Valor Liquidado-SEFAZ"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2593","EXTENSÃO DA LINHA 13 - JADE À REGIÃO CENTRAL DO MUNICÍPIO DE SÃO PAULO","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","91123335","91123335","49236280,56"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2710","CAPACITAÇÃO E REAPARELHAMENTO ADMINISTRATIVO","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","25947067","25947067","3275804,36"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2724","ACESSIBILIDADE E MODERNIZAÇÃO DAS ESTAÇÕES","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","67128644","67128644","30720825,15"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2726","CAPACITAÇÃO TÉCNICA E OPERACIONAL DA INFRAESTRUTURA DE CIRCULAÇÃO DOS TRENS","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","101347699","101347699","119801413,18"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2727","ESTUDOS, PROJETOS E PESQUISAS VOLTADOS À INOVAÇÃO","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","100000","100000","0"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2728","ELABORAÇÃO DE ESTUDOS E PROJETOS VOLTADOS À EXPANSÃO DAS LINHAS FERROVIÁRIAS","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","371754","371754","206818,57"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2729","CONCESSÃO ADMINISTRATIVA, PRESTAÇÃO DE SERVIÇOS EM FROTA DE TRENS METROPOLITANOS","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","5","INVERSÕES FINANCEIRAS","308541423","308541423","324107603"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2730","IMPLANTAÇÃO DE NOVAS ESTAÇÕES","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","38773471","38773471","1174234,31"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","2731","RECAPACITAÇÃO DOS SISTEMAS DAS LINHAS","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","127453427","127453427","152164068,82"
"2025","37092","CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM","5","EMPRESA DEPENDENTE","4627","OPERAÇÃO DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","","","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","1483","LINHA 5-LILÁS","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","1491","ELABORAÇÃO DE PROJETOS PARA EXPANSÃO DA REDE METROVIÁRIA","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2131","LINHA 1-AZUL: RECAPACITAÇÃO E MODERNIZAÇÃO","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2132","LINHA 2-VERDE: RECAPACITAÇÃO E MODERNIZAÇÃO","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2133","LINHA 3-VERMELHA: RECAPACITAÇÃO E MODERNIZAÇÃO","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2134","LINHA 4-AMARELA: VILA SÔNIA-LUZ (FASE II)","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2282","LINHA 17-OURO: JABAQUARA - SÃO PAULO-MORUMBI","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2288","EXTENSÃO DA LINHA 2-VERDE","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2289","LINHA 15-PRATA: IPIRANGA - HOSP. CIDADE TIRADENTES","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2637","PORTAS DE PLATAFORMA NAS ESTAÇÕES DAS LINHAS 1, 2 E 3","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","2722","ESTUDOS, PROJETOS E PESQUISAS VOLTADOS PARA INOVAÇÃO ","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0",""
"2025","37093","CIA. DO METROPOLITANO DE SÃO PAULO - METRÔ","6","EMPRESA NÃO DEPENDENTE","6568","OPERAÇÃO DAS LINHAS METROVIÁRIAS","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","0","0","0"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","377358","0","0"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","2470","EXPANSÃO DA INFRAESTRUTURA DE APOIO A CUSTÓDIA E A REINTEGRAÇÃO","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","","","0"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6139","SERVIÇOS  DE ATENÇÃO À  CUSTÓDIA DAS PESSOAS PRIVADAS DE LIBERDADE","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","33784535","33784535","19101624,22"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6140","SERVIÇO DE REINTEGRAÇÃO SOCIAL E ATENÇÃO INTEGRAL AO EGRESSO E FAMILIARES","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","","","0"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6142","PROVISÃO DE SERVIÇOS DE ATENÇÃO À SAÚDE","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","","","0"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6146","SERVIÇOS ADM. E FORMAÇÃO AO SERVIDOR PARA APOIAR A CUSTÓDIA E REINTEGRAÇÃO","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","37272958","37272958","3572040,15"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6166","SERVIÇO DE REINT.SOC.ASSIST., PSICOLOGIA,SERV.SOC. PRESTADOS ÀS PPL E FAMILIA","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","","","38970"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6167","OBRAS DE REFORMAS, MODERNIZAÇÃO E ADEQUAÇÕES PREDIAIS DO SISTEMA PRISIONAL","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","52210375","52210375","7075825,9"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6301","QUALIFICAÇÃO DE PPL, PENAS RESTRITIVA DE DIREITOS, PESSOAS EGRESSAS E FAMILIARES","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","0","0","1379178,2"
"2025","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","1","ADMINISTRAÇÃO DIRETA","6432","FORMAÇÃO DO SERVIDOR","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","7664","7664","2145"
"2025","38045","FUND.PROF.DR.MANOEL PEDRO PIMENTEL-FUNAP","4","FUNDAÇÃO","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","400000","0","0"
"2025","38045","FUND.PROF.DR.MANOEL PEDRO PIMENTEL-FUNAP","4","FUNDAÇÃO","6144","FOMENTO E PROVISÃO DE POSTOS DE TRABALHO","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","2778100","2778100","1498772,86"
"2025","38045","FUND.PROF.DR.MANOEL PEDRO PIMENTEL-FUNAP","4","FUNDAÇÃO","6146","SERVIÇOS ADM. E FORMAÇÃO AO SERVIDOR PARA APOIAR A CUSTÓDIA E REINTEGRAÇÃO","38000","SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA","4","INVESTIMENTOS","69233","69233","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","1927","SUBSCRIÇÃO DE AÇÕES DA COMPANHIA PAULISTA DE PARCERIAS - CPP.","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2283","ACOMPANHAMENTO DA IMPLEMENTAÇÃO DO RODOANEL NORTE","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","186335352","186335352","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2475","ACOMPANHAMENTO DO PROC DE IMPLANT DA LINHA 6 LARANJA - BRASILÂNDIA A SÃO JOAQUIM","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","3219126001","3219126001","1821725027,57"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2497","ACOMPANHAMENTO DA IMPLEMENTAÇÃO DA NOVA TAMOIOS","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","0","0",""
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2497","ACOMPANHAMENTO DA IMPLEMENTAÇÃO DA NOVA TAMOIOS","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","196000000","696000000","185901211,96"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2544","APOIO A PPP DA LINHA 4 - EXPANSÃO ATÉ TABOÃO DA SERRA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","661123329","661123329","220506758,96"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2556","APOIO À EXPANSÃO DA LINHA 5 - ATÉ JARDIM ÂNGELA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","565777778","565777778","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2620","APOIO À CONCESSÃO DA LINHA 8 - DIAMANTE","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","67858149","67858149","76198340,96"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2621","ACOMPANHAMENTO DO PROCESSO DE IMPLANTAÇÃO DO TREM INTERCIDADES - TIC EIXO NORTE","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","40000000","40000000","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2621","ACOMPANHAMENTO DO PROCESSO DE IMPLANTAÇÃO DO TREM INTERCIDADES - TIC EIXO NORTE","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","407067609","407067609","158468616,7"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2649","APOIO À CONCESSÃO DA LINHA 9 - ESMERALDA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","68308323","68308323","76198340,96"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2754","APOIO À PPP DAS LINHAS 11-CORAL, 12-SAFIRA E 13-JADE DE TRENS URBANOS
","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","306000010","306000010","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2755","APOIO À  PPP DO TÚNEL IMERSO SANTOS-GUARUJÁ","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2766","APOIO À PPP HABITAÇÃO - CENTRO HISTÓRICO DA CIDADE DE SÃO PAULO","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","10000000","110000000","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2767","APOIO À PPP DO SISTEMA DE TRAVESSIAS PAULISTA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","2768","APOIO À PPP DE SERVIÇOS HÍDRICOS DE DESASSOREAMENTO E OUTROS.","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","6234","GERENCIAMENTO ADMINISTRATIVO E DE INFRAESTRUTURA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","10","10","269712,01"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","6412","CONTRAPRESTAÇÃO DO SIM RMBS-SISTEMA INTEGRADO METROPOLITANO DA BAIXADA SANTISTA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","5","INVERSÕES FINANCEIRAS","","","39518351,31"
"2025","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","1","ADMINISTRAÇÃO DIRETA","6567","APRIMORAMENTO E REVISÃO DOS CONTRATOS DE CONCESSÕES VIGENTES","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","600000010","10","0"
"2025","39055","DEPTO. DE ÁGUAS E ENERGIA ELÉTRICA - DAEE","3","AUTARQUIA","1021","IMPLANTAÇÃO DE SISTEMAS DE DRENAGEM E COMBATE A ENCHENTES","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","","","0"
"2025","39055","DEPTO. DE ÁGUAS E ENERGIA ELÉTRICA - DAEE","3","AUTARQUIA","1596","APOIO A MUNICÍPIOS EM INTERVENÇÕES NO SETOR DE RECURSOS HÍDRICOS","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","","","0"
"2025","39055","DEPTO. DE ÁGUAS E ENERGIA ELÉTRICA - DAEE","3","AUTARQUIA","2534"," IMPLANTAÇÃO DO SISTEMA ADUTOR REGIONAL E DAS BARRAGENS DUAS PONTES E PEDREIRA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","","","0"
"2025","39057","AG.REG.DE SERV.PÚBL.DEL.TRANSP.EST.-ARTESP","3","AUTARQUIA","6092","GESTÃO ADMINISTRATIVA","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","483975","483975","27529,2"
"2025","39058","AGÊNCIA REGULADORA DE SERV.PÚBL.EST.-ARSESP","3","AUTARQUIA","6229","GESTÃO DAS ATIVIDADES DE APOIO ADMINISTRATIVO","39000","SECRETARIA  DE  PARCERIAS  EM INVESTIMENTOS","4","INVESTIMENTOS","3941410","3941410","244622"
"2025","40000","PROCURADORIA GERAL DO ESTADO","1","ADMINISTRAÇÃO DIRETA","4812","PAGAMENTO DE AÇÕES INDENIZATÓRIAS DE PEQUENO VALOR","40000","PROCURADORIA GERAL DO ESTADO","4","INVESTIMENTOS","20000000","20000000","815452,37"
"2025","40000","PROCURADORIA GERAL DO ESTADO","1","ADMINISTRAÇÃO DIRETA","5839","MANUTENÇÃO DOS SERVIÇOS DO CENTRO DE ESTUDOS","40000","PROCURADORIA GERAL DO ESTADO","4","INVESTIMENTOS","373000","373000","6640,94"
"2025","40000","PROCURADORIA GERAL DO ESTADO","1","ADMINISTRAÇÃO DIRETA","5843","GESTÃO DA PROCURADORIA GERAL DO ESTADO - PGE","40000","PROCURADORIA GERAL DO ESTADO","4","INVESTIMENTOS","1256320","1256320","1047087,55"
"2025","40000","PROCURADORIA GERAL DO ESTADO","1","ADMINISTRAÇÃO DIRETA","5892","MANUTENÇÃO E MODERNIZAÇÃO TECNOLÓGICA","40000","PROCURADORIA GERAL DO ESTADO","4","INVESTIMENTOS","1208020","1208020","820666,12"
"2025","41000","SECRETARIA DE ESPORTES","1","ADMINISTRAÇÃO DIRETA","1040","REALIZAÇÃO DE OBRAS, REFORMAS E IMPLANTAÇÃO DE NOVOS EQUIPAMENTOS ESPORTIVOS","41000","SECRETARIA DE ESPORTES","4","INVESTIMENTOS","15000010","10","1806720,75"
"2025","41000","SECRETARIA DE ESPORTES","1","ADMINISTRAÇÃO DIRETA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","41000","SECRETARIA DE ESPORTES","4","INVESTIMENTOS","58808695","0","1480000"
"2025","41000","SECRETARIA DE ESPORTES","1","ADMINISTRAÇÃO DIRETA","2745","OBRAS, REFORMAS  E IMPLANTAÇÃO EM EQUIPAMENTOS PARA O PROGRAMA SP OLIMPICO","41000","SECRETARIA DE ESPORTES","4","INVESTIMENTOS","10","10","0"
"2025","41000","SECRETARIA DE ESPORTES","1","ADMINISTRAÇÃO DIRETA","2771","RESTAURAÇÃO E REFORMA DO ESTÁDIO ÍCARO DE CASTRO MELLO","41000","SECRETARIA DE ESPORTES","4","INVESTIMENTOS","77017754","77017754","20380734,26"
"2025","41000","SECRETARIA DE ESPORTES","1","ADMINISTRAÇÃO DIRETA","5854","SUPORTE ADMINISTRATIVO A INFRAESTRUTURA E SUPRIMENTOS","41000","SECRETARIA DE ESPORTES","4","INVESTIMENTOS","1000000","1000000","470528"
"2025","41000","SECRETARIA DE ESPORTES","1","ADMINISTRAÇÃO DIRETA","6321","GESTÃO DE REFORMAS E/OU OBRAS REALIZADAS PELA SECRETARIA","41000","SECRETARIA DE ESPORTES","4","INVESTIMENTOS","0","0","513272"
"2025","42000","DEFENSORIA PÚBLICA DO ESTADO","1","ADMINISTRAÇÃO DIRETA","5797","CAPACITAÇÃO DE DEFENSORES/AS PÚBLICOS/AS, SERVIDORES/AS E ESTAGIÁRIOS/AS","42000","DEFENSORIA PÚBLICA DO ESTADO","4","INVESTIMENTOS","200000","200000","0"
"2025","42000","DEFENSORIA PÚBLICA DO ESTADO","1","ADMINISTRAÇÃO DIRETA","5798","GESTÃO DA INFRAESTRUTURA DA DEFENSORIA PÚBLICA DO ESTADO DE SÃO PAULO","42000","DEFENSORIA PÚBLICA DO ESTADO","4","INVESTIMENTOS","6500000","1500000","5806000,1"
"2025","42000","DEFENSORIA PÚBLICA DO ESTADO","1","ADMINISTRAÇÃO DIRETA","5799","GESTÃO E MODERNIZAÇÃO DE RECURSOS DA TECNOLOGIA DA INFORMAÇÃO DA DPESP","42000","DEFENSORIA PÚBLICA DO ESTADO","4","INVESTIMENTOS","6500000","1500000","6494252,88"
"2025","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","1","ADMINISTRAÇÃO DIRETA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","4","INVESTIMENTOS","1225139","0","775000"
"2025","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","1","ADMINISTRAÇÃO DIRETA","2759","CONSTRUÇÃO DO VELÓDROMO DE SÃO PAULO","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","4","INVESTIMENTOS","7000000","7000000","0"
"2025","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","1","ADMINISTRAÇÃO DIRETA","5962","ADMINISTRAÇÃO DA SECRETARIA DE ESTADO DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","4","INVESTIMENTOS","","","124427,68"
"2025","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","1","ADMINISTRAÇÃO DIRETA","6252","PARADESPORTO DE ALTO RENDIMENTO","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","4","INVESTIMENTOS","0","0",""
"2025","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","1","ADMINISTRAÇÃO DIRETA","6434","DESENVOLVIMENTO DA QUALIDADE DE VIDA DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","47000","SEC. DOS DIREITOS DA PESSOA COM DEFICIÊNCIA","4","INVESTIMENTOS","","","0"
"2025","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","1","ADMINISTRAÇÃO DIRETA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","4079000","0","100000"
"2025","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","1","ADMINISTRAÇÃO DIRETA","2688","ELABORAÇÃO DO PLANO DIRETOR DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO DO ESTADO DE SP","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","10","10","0"
"2025","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","1","ADMINISTRAÇÃO DIRETA","5204","SISTEMA PAULISTA DE AMBIENTES DE INOVAÇÃO - SPAI","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","1994593,8"
"2025","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","1","ADMINISTRAÇÃO DIRETA","5272","APOIO TÉCNICO-ADMINISTRATIVO","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","0"
"2025","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","1","ADMINISTRAÇÃO DIRETA","6448","APOIO PARA INOVAÇÃO EM MICRO E PEQUENAS EMPRESAS E STARTUPS
","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","10","10","0"
"2025","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","1","ADMINISTRAÇÃO DIRETA","6448","APOIO PARA INOVAÇÃO EM MICRO E PEQUENAS EMPRESAS E STARTUPS
","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","48045","FUNDAÇÃO DE AMPARO À PESQUISA EST.SP-FAPESP","4","FUNDAÇÃO","4699","PROJETOS DE PESQUISA PARA INOVAÇÃO EM PARCERIA COM EMPRESAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","117158454","117158454","21217891,85"
"2025","48045","FUNDAÇÃO DE AMPARO À PESQUISA EST.SP-FAPESP","4","FUNDAÇÃO","4699","PROJETOS DE PESQUISA PARA INOVAÇÃO EM PARCERIA COM EMPRESAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","5","INVERSÕES FINANCEIRAS","10500000","10500000","7885135,75"
