"Número Ano Orçamento","Código Órgão SEP","Descrição Órgão SEP","Código Tipo Administração","Nome Tipo Administração","Código Projeto / Atividade","Descrição Projeto / Atividade Elaboração","Código Órgão","Descrição Órgão","Código Grupo","Descrição Grupo","Valor Dotação Inicial-SEFAZ","Valor Proposta Orçamento-SEFAZ","Valor Liquidado-SEFAZ"
"2025","53058","DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN","3","AUTARQUIA","4196","ADMINISTRAÇÃO DO DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN SP","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","5005273","5005273","4736328"
"2025","53058","DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN","3","AUTARQUIA","4990","HIPERAUTOMAÇÃO DE SERVIÇOS","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","","","0"
"2025","53058","DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN","3","AUTARQUIA","4991","GOVERNANÇA E MODERNIZAÇÃO NO DETRAN SP","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","","","0"
"2025","53058","DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN","3","AUTARQUIA","6270","AÇÕES PARA SEGURANÇA VIÁRIA E REDUÇÃO DA MORTALIDADE NO TRÂNSITO","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","14685820","14685820","1594897,5"
"2025","54000","CONTROLADORIA GERAL DO ESTADO","1","ADMINISTRAÇÃO DIRETA","6490","GESTÃO ADMINISTRATIVA DA CGE","54000","CONTROLADORIA GERAL DO ESTADO","4","INVESTIMENTOS","0","0","3190"
"Número Ano Exercício","Código Tipo Administração","Descrição Tipo Administração","Código Órgão SEP","Descrição Órgão SEP","Código Órgao","Descrição Órgao","Código Grupo","Descrição Grupo","Valor Lei (EXCETO Pessoal e Encargos)","Código Fonte Recurso Consolidado","Descrição Fonte Recurso Consolidada","Valor Execução (EXCETO Pessoal e Encargos)"
"2025","6","EMPRESA NÃO DEPENDENTE","10092","DESENVOLVE SP - AGÊNCIA DE FOMENTO DO EST.SP","10000","SECRETARIA DE DESENVOLVIMENTO ECONÔMICO","4","INVESTIMENTOS","428400000","4","PRÓPRIOS","84632536"
"2025","6","EMPRESA NÃO DEPENDENTE","10092","DESENVOLVE SP - AGÊNCIA DE FOMENTO DO EST.SP","10000","SECRETARIA DE DESENVOLVIMENTO ECONÔMICO","4","INVESTIMENTOS","560400000","7","OPERAÇÕES DE CRÉDITO","58433862"
"2025","6","EMPRESA NÃO DEPENDENTE","10092","DESENVOLVE SP - AGÊNCIA DE FOMENTO DO EST.SP","10000","SECRETARIA DE DESENVOLVIMENTO ECONÔMICO","4","INVESTIMENTOS","123474133","10","REC.TESOURO/ESTATAIS","219107856"
"2025","6","EMPRESA NÃO DEPENDENTE","25095","CIA. DESENVOLVIMENTO HABITACIONAL URBANO-CDHU","25000","SEC. DE DESENVOLVIMENTO URBANO E HABITAÇÃO","4","INVESTIMENTOS","433265245","4","PRÓPRIOS","219282345"
"2025","6","EMPRESA NÃO DEPENDENTE","25095","CIA. DESENVOLVIMENTO HABITACIONAL URBANO-CDHU","25000","SEC. DE DESENVOLVIMENTO URBANO E HABITAÇÃO","4","INVESTIMENTOS","74267887","10","REC.TESOURO/ESTATAIS","690173920"
"2025","6","EMPRESA NÃO DEPENDENTE","25095","CIA. DESENVOLVIMENTO HABITACIONAL URBANO-CDHU","25000","SEC. DE DESENVOLVIMENTO URBANO E HABITAÇÃO","4","INVESTIMENTOS","","11","Demais Fontes","524992309"
"2025","6","EMPRESA NÃO DEPENDENTE","37094","EMP. METROPOLITANA TRANSPORTES URBANOS-EMTU","37000","SECRETARIA DOS TRANSPORTES METROPOLITANOS","4","INVESTIMENTOS","1000000","4","PRÓPRIOS","45702"
"2025","6","EMPRESA NÃO DEPENDENTE","53091","COMP.DE PROCESSAMENTO DE DADOS EST.-PRODESP","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","177751391","4","PRÓPRIOS","306193987"
