UO_Cadastradora_Codigo,UO_Cadastradora_Nome,UO_Devedora_Codigo,UO_Devedora_Nome,Ano,Precatorio,Tipo_Causa,Valor_RS,conciliacao_status,conciliacao_tipo,cnj_processo_execucao,cnj_processo_originario,cnj_candidato,match_metodo,cnpj_entidade_devedora,causa_provavel,tribunal_cobertura,siop_chave,siop_tribunal,siop_data_ajuizamento,siop_data_autuacao,siop_tipo_despesa,siop_tributario,siop_natureza_despesa,siop_valor_original,siop_valor_atualizado,siop_fundef,siop_anos_decorridos,siop_class_tempo,siop_class_nfgc,siop_faixa_valor,siop_match_status
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1363102520254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,1044686858,NAO_IDENTIFICADO,PENDENTE,,,0136310-25.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0806822,Tribunal Regional Federal da 1a. Região,"2003-12-03 00:00:00,000","2025-03-31 00:00:00,000",41,Não,33909100,10353638.33,10680023.421620805,Fundef,21,20 anos ou mais,OCC,Acima de R$ 10 milhões e até R$ 100 milhões,MATCH_VALOR_-4.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1248755420254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,962822245,NAO_IDENTIFICADO,PENDENTE,,,0124875-54.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0804535,Tribunal Regional Federal da 1a. Região,"2021-03-25 00:00:00,000","2025-03-27 00:00:00,000",21,Não,33909100,9820799.52,10130387.555525359,Não Fundef,4,Até 5 anos,OCC,Acima de R$ 10 milhões e até R$ 100 milhões,MATCH_VALOR_-3.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1346023720254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,904279181,NAO_IDENTIFICADO,PENDENTE,,,0134602-37.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0923744,Tribunal Regional Federal da 5a. Região,"2010-05-05 00:00:00,000","2025-04-01 00:00:00,000",41,Não,33909100,9024388.58,9308870.7880534325,Fundef,14,De 10 até 15 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.8%
10101,Supremo Tribunal Federal,71103,EFU - Sentenças Judiciais,2025,07,COMUM - FUNDEF,561755825,NAO_IDENTIFICADO,PENDENTE,,,,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0875177,Tribunal Regional Federal da 3a. Região,"2019-03-19 00:00:00,000","2024-11-07 00:00:00,000",11,Não,31909100,5604866.87,5781553.0675067045,Não Fundef,5,De 5 até 10 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,7617735120244010000,Desapropriação Indireta - Intervenção na Propriedade - Administrativo,504641115,NAO_IDENTIFICADO,PENDENTE,,,0761773-51.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0884243,Tribunal Regional Federal da 4a. Região,"2023-07-17 00:00:00,000","2025-02-25 00:00:00,000",21,Sim,33909100,5047197.37,5206303.7559418911,Não Fundef,1,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1405566420254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,427737764,NAO_IDENTIFICADO,PENDENTE,,,0140556-64.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0808942,Tribunal Regional Federal da 1a. Região,"2019-02-27 00:00:00,000","2025-03-31 00:00:00,000",21,Não,33909100,44010906.4,45398293.44789958,Não Fundef,6,De 5 até 10 anos,OCC,Acima de R$ 10 milhões e até R$ 100 milhões,MATCH_VALOR_-2.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1324484620254010000,Reajuste da tabela do SUS,417703071,NAO_IDENTIFICADO,PENDENTE,,,0132448-46.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0814574,Tribunal Regional Federal da 1a. Região,"2019-02-26 00:00:00,000","2024-05-07 00:00:00,000",21,Não,33909100,3969296.59,4094423.5444005113,Não Fundef,5,De 5 até 10 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1405574920254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,370749594,NAO_IDENTIFICADO,PENDENTE,,,0140557-49.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0809518,Tribunal Regional Federal da 1a. Região,"2000-03-22 00:00:00,000","2025-03-31 00:00:00,000",21,Não,33909100,3651754.09,3766870.9267343674,Não Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-3.5%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,7617752120244010000,Desapropriação Indireta - Intervenção na Propriedade - Administrativo,334664975,NAO_IDENTIFICADO,PENDENTE,,,0761775-21.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0934995,Tribunal Regional Federal da 6ª Região,"1995-09-12 00:00:00,000","2025-03-28 00:00:00,000",31,Não,45909100,3425462.51,3533445.7966027861,Não Fundef,29,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-2.6%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1019341320254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,318972544,NAO_IDENTIFICADO,PENDENTE,,,0101934-13.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807588,Tribunal Regional Federal da 1a. Região,"1999-10-01 00:00:00,000","2025-03-31 00:00:00,000",41,Não,33909100,32092374.2,33104044.895821586,Fundef,25,20 anos ou mais,OCC,Acima de R$ 10 milhões e até R$ 100 milhões,MATCH_VALOR_-4.4%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1648499820254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,309890303,NAO_IDENTIFICADO,PENDENTE,,,0164849-98.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0810544,Tribunal Regional Federal da 1a. Região,"2003-07-15 00:00:00,000","2025-04-01 00:00:00,000",41,Não,33909100,3102369.42,3200167.6137474421,Fundef,21,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.9%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1683185520254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,305531362,NAO_IDENTIFICADO,PENDENTE,,,0168318-55.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0809159,Tribunal Regional Federal da 1a. Região,"1999-07-30 00:00:00,000","2025-03-31 00:00:00,000",21,Não,33909100,2937432.75,3030031.528002583,Não Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-1.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,7726418820244010000,AFRMM/Adicional ao Frete para Renovação da Marinha Mercante - Contribuições,301565843,NAO_IDENTIFICADO,PENDENTE,,,0772641-88.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0812302,Tribunal Regional Federal da 1a. Região,"2021-08-31 00:00:00,000","2025-04-02 00:00:00,000",21,Sim,33909100,3015947.32,3111021.16853395,Não Fundef,3,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,2794748220244010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,297752288,NAO_IDENTIFICADO,PENDENTE,,,0279474-82.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0809159,Tribunal Regional Federal da 1a. Região,"1999-07-30 00:00:00,000","2025-03-31 00:00:00,000",21,Não,33909100,2937432.75,3030031.528002583,Não Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-3.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,7617743620244010000,Desapropriação Indireta - Intervenção na Propriedade - Administrativo,289060389,NAO_IDENTIFICADO,PENDENTE,,,0761774-36.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0932588,Tribunal Regional Federal da 6ª Região,"2006-12-27 00:00:00,000","2024-09-09 00:00:00,000",31,Não,45909100,2942772.89,3035540.0090270243,Não Fundef,17,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-3.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1684147020254010000,Reajuste da tabela do SUS,270653156,NAO_IDENTIFICADO,PENDENTE,,,0168414-70.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0891580,Tribunal Regional Federal da 4a. Região,"2020-10-02 00:00:00,000","2025-03-28 00:00:00,000",21,Não,33909100,2698989.76,2784071.9303467027,Não Fundef,4,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.3%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1435410620254010000,Reajuste da tabela do SUS,261604944,NAO_IDENTIFICADO,PENDENTE,,,0143541-06.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0899484,Tribunal Regional Federal da 4a. Região,"2022-10-07 00:00:00,000","2024-06-26 00:00:00,000",21,Sim,33909100,2617427.42,2699938.4427978676,Não Fundef,1,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1477537020254010000,Desapropriação Indireta - Intervenção na Propriedade - Administrativo,210284639,NAO_IDENTIFICADO,PENDENTE,,,0147753-70.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0832643,Tribunal Regional Federal da 2a. Região,"2010-07-12 00:00:00,000","2025-03-13 00:00:00,000",21,Sim,33909100,2101740.48,2167995.1372773666,Não Fundef,14,De 10 até 15 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,532704820254019000,Entidades sem Fins Lucrativos - Imunidade Tributária - Limitações ao Poder de Tributar,208453952,NAO_IDENTIFICADO,PENDENTE,,,0053270-48.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0892833,Tribunal Regional Federal da 4a. Região,"2007-04-02 00:00:00,000","2025-03-31 00:00:00,000",11,Não,31909100,2083874.11,2149565.5530116637,Não Fundef,17,De 15 até 20 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1600050820254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,206645758,NAO_IDENTIFICADO,PENDENTE,,,0160005-08.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0806486,Tribunal Regional Federal da 1a. Região,"2018-10-17 00:00:00,000","2025-03-29 00:00:00,000",41,Não,33909100,20698212.6,21350697.050443221,Fundef,6,De 5 até 10 anos,OCC,Acima de R$ 10 milhões e até R$ 100 milhões,MATCH_VALOR_-4.8%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1145900220254010000,IPI/ Imposto sobre Produtos Industrializados - Impostos - Direito Tributário,200529000,NAO_IDENTIFICADO,PENDENTE,,,0114590-02.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807343,Tribunal Regional Federal da 1a. Região,"1997-12-04 00:00:00,000","2025-03-31 00:00:00,000",11,Não,31909100,2007146.67,2070419.3794480558,Não Fundef,27,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1361916420254010000,Reajuste da tabela do SUS,188959461,NAO_IDENTIFICADO,PENDENTE,,,0136191-64.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0842379,Tribunal Regional Federal da 3a. Região,"2016-01-08 00:00:00,000","2025-02-06 00:00:00,000",12,Não,33909100,1889593.41,1949160.4045763807,Não Fundef,9,De 5 até 10 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1683055620254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,181941856,NAO_IDENTIFICADO,PENDENTE,,,0168305-56.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807680,Tribunal Regional Federal da 1a. Região,"2007-06-15 00:00:00,000","2025-03-31 00:00:00,000",11,Não,31909100,1819919.55,1877290.1660227876,Não Fundef,17,De 15 até 20 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1668549320254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,179240901,NAO_IDENTIFICADO,PENDENTE,,,0166854-93.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0889394,Tribunal Regional Federal da 4a. Região,"2006-08-29 00:00:00,000","2025-03-25 00:00:00,000",11,Não,31909100,1793665.75,1850208.7488465563,Não Fundef,18,De 15 até 20 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,328034820254019000,1/3 de férias - Contribuições Previdenciárias - Contribuições - Direito Tributário,167034734,NAO_IDENTIFICADO,PENDENTE,,,0032803-48.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0813353,Tribunal Regional Federal da 1a. Região,"2022-03-21 00:00:00,000","2025-04-02 00:00:00,000",12,Não,33909100,1668871.48,1721480.5004759112,Não Fundef,3,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1543392620254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,165702220,NAO_IDENTIFICADO,PENDENTE,,,0154339-26.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0924277,Tribunal Regional Federal da 5a. Região,"2015-03-27 00:00:00,000","2025-04-02 00:00:00,000",41,Não,33909100,1712026.01,1765995.421362571,Fundef,10,De 10 até 15 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-1.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1245256620254010000,Reajuste da tabela do SUS,165325318,NAO_IDENTIFICADO,PENDENTE,,,0124525-66.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0810031,Tribunal Regional Federal da 1a. Região,"2006-09-05 00:00:00,000","2025-04-01 00:00:00,000",12,Não,33909100,1653012.02,1705121.0914589402,Não Fundef,18,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1646411720254010000,Princípio da Seletividade,163068757,NAO_IDENTIFICADO,PENDENTE,,,0164641-17.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0924557,Tribunal Regional Federal da 5a. Região,"2010-01-22 00:00:00,000","2024-05-20 00:00:00,000",21,Sim,33909100,1631313.73,1682738.7908586138,Não Fundef,14,De 10 até 15 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1646819620254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,162403039,NAO_IDENTIFICADO,PENDENTE,,,0164681-96.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0938171,Tribunal Regional Federal da 6ª Região,"1992-07-16 00:00:00,000","2025-04-02 00:00:00,000",21,Não,33909100,1625245.74,1676479.5153018869,Não Fundef,32,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1683177020254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,161088822,NAO_IDENTIFICADO,PENDENTE,,,0168317-70.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0919867,Tribunal Regional Federal da 5a. Região,"2003-11-03 00:00:00,000","2025-03-25 00:00:00,000",41,Não,33909100,1567438.54,1616850.0178961842,Fundef,21,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-2.3%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1668531120254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,158092724,NAO_IDENTIFICADO,PENDENTE,,,0166853-11.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0795528,Superior Tribunal de Justiça,"2005-03-31 00:00:00,000","2025-02-27 00:00:00,000",21,Não,33909100,1580810.58,1630643.5942065567,Não Fundef,19,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1662079820254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,156054760,NAO_IDENTIFICADO,PENDENTE,,,0166207-98.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0926510,Tribunal Regional Federal da 5a. Região,"2018-03-13 00:00:00,000","2024-09-27 00:00:00,000",11,Não,31909100,1560584.22,1609779.6243006138,Não Fundef,6,De 5 até 10 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1324476120254010000,Reajuste da tabela do SUS,145082360,NAO_IDENTIFICADO,PENDENTE,,,0132447-61.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0841937,Tribunal Regional Federal da 3a. Região,"2016-11-30 00:00:00,000","2025-02-04 00:00:00,000",12,Não,33909100,1449006.88,1494684.952597691,Não Fundef,8,De 5 até 10 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1186051420254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,142961388,NAO_IDENTIFICADO,PENDENTE,,,0118605-14.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0921023,Tribunal Regional Federal da 5a. Região,"2009-02-10 00:00:00,000","2025-03-28 00:00:00,000",41,Não,33909100,1470621.29,1516980.728989227,Fundef,16,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-2.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1092983620254010000,EXCLUSÃO DE ICMS - BASE DE CÁLCULO - CRÉDITO TRIBUTÁRIO,142461836,NAO_IDENTIFICADO,PENDENTE,,,0109298-36.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0922097,Tribunal Regional Federal da 5a. Região,"2016-10-06 00:00:00,000","2025-03-31 00:00:00,000",21,Sim,33909100,1356289.42,1399044.694281541,Não Fundef,8,De 5 até 10 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-0.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,948436620254019000,Reajuste da tabela do SUS,140780805,NAO_IDENTIFICADO,PENDENTE,,,0094843-66.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0845296,Tribunal Regional Federal da 3a. Região,"2004-08-20 00:00:00,000","2025-02-26 00:00:00,000",21,Não,33909100,1407670.32,1452045.3108700055,Não Fundef,20,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1670896020254010000,IPI/ Imposto sobre Produtos Industrializados - Impostos - Direito Tributário,140053569,NAO_IDENTIFICADO,PENDENTE,,,0167089-60.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807930,Tribunal Regional Federal da 1a. Região,"1986-06-23 00:00:00,000","2025-03-31 00:00:00,000",21,Sim,33909100,1382577.76,1426161.7402867142,Não Fundef,38,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-3.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1646403220254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,138998141,NAO_IDENTIFICADO,PENDENTE,,,0164640-32.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0800034,Tribunal Regional Federal da 1a. Região,"2022-03-31 00:00:00,000","2025-03-10 00:00:00,000",21,Não,33909100,1320623.64,1362254.596577754,Não Fundef,2,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1668505620254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,135848606,NAO_IDENTIFICADO,PENDENTE,,,0166850-56.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0800034,Tribunal Regional Federal da 1a. Região,"2022-03-31 00:00:00,000","2025-03-10 00:00:00,000",21,Não,33909100,1320623.64,1362254.596577754,Não Fundef,2,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-2.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1662088320254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,132517798,NAO_IDENTIFICADO,PENDENTE,,,0166208-83.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0801066,Tribunal Regional Federal da 1a. Região,"2006-03-15 00:00:00,000","2025-03-17 00:00:00,000",41,Não,33909100,1278831.16,1319144.662560229,Fundef,19,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-1.5%
12102,TRF - 1a. Região,49201,INCRA,2026,1344378720254010000,Desapropriação por Interesse Social para Reforma Agrária - Intervenção do Estado na,130604993,NAO_IDENTIFICADO,PENDENTE,,,0134437-87.2025.4.01.9198,,00375972000160,Precatorio de 2025 mas PRC extraidos ate 2022 - nao sincronizado no TRF1 publico,TRF1,0812233,Tribunal Regional Federal da 1a. Região,"1994-10-20 00:00:00,000","2025-04-02 00:00:00,000",39,Não,45909100,1304448.02,1345569.061024646,Não Fundef,30,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.9%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1681323220254010000,IPI/ Imposto sobre Produtos Industrializados - Impostos - Direito Tributário,126740316,NAO_IDENTIFICADO,PENDENTE,,,0168132-32.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0886329,Tribunal Regional Federal da 4a. Região,"2020-05-20 00:00:00,000","2025-03-10 00:00:00,000",21,Sim,33909100,1280671.53,1321043.0478503059,Não Fundef,4,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1289045020254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,122800919,NAO_IDENTIFICADO,PENDENTE,,,0128904-50.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0803248,Tribunal Regional Federal da 1a. Região,"1999-10-15 00:00:00,000","2025-03-25 00:00:00,000",41,Não,33909100,1234472.72,1273387.8799639258,Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.5%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1015496520254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,122449648,NAO_IDENTIFICADO,PENDENTE,,,0101549-65.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0803248,Tribunal Regional Federal da 1a. Região,"1999-10-15 00:00:00,000","2025-03-25 00:00:00,000",41,Não,33909100,1234472.72,1273387.8799639258,Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1668522620254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,120332955,NAO_IDENTIFICADO,PENDENTE,,,0166852-26.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0826980,Tribunal Regional Federal da 2a. Região,"1989-06-26 00:00:00,000","2025-01-13 00:00:00,000",11,Não,31909100,1203611.59,1241553.8926531402,Não Fundef,35,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1687386020254010000,Equilíbrio Financeiro - Contratos Administrativos - Direito Administrativo e outras,119179000,NAO_IDENTIFICADO,PENDENTE,,,0168738-60.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0852624,Tribunal Regional Federal da 3a. Região,"2019-11-06 00:00:00,000","2025-03-26 00:00:00,000",12,Não,33909100,1191741.38,1229309.4895960789,Não Fundef,5,De 5 até 10 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1545150520254010000,Reajuste da tabela do SUS,117872983,NAO_IDENTIFICADO,PENDENTE,,,0154515-05.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0938948,Tribunal Regional do Trabalho da 1a. Região - Rio de Janeiro,"2017-11-07 00:00:00,000","2025-03-07 00:00:00,000",11,Não,31909100,1179215.19,1216388.4276157662,Não Fundef,7,De 5 até 10 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
